index,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,age,hours_per_week,attendance_rate,sleep_duration
14639,1,No,Clubs,Auditory,Female,No,45.0,20.0,16.0,7.0,97.0,8.0
14640,0,No,Clubs,Auditory,Female,Yes,70.0,18.0,6.0,10.0,93.0,8.0
14641,0,No,Sports,Auditory,Male,Yes,91.0,21.0,16.0,7.0,94.0,8.0
14642,1,Yes,Arts,Auditory,Male,Yes,73.0,18.0,16.0,14.0,98.0,8.0
14643,0,Yes,Sports,Visual,Female,Yes,86.0,0.0,15.0,7.0,99.0,8.0
14644,2,No,None,Auditory,Male,Yes,65.0,19.0,16.0,16.0,97.0,8.0
14645,1,No,Arts,Auditory,Female,Yes,48.0,18.0,16.0,2.0,77.0,7.0
14646,1,No,Arts,Visual,Male,No,49.0,17.0,15.0,7.0,67.0,5.0
14647,1,No,Arts,Auditory,Female,Yes,48.0,14.0,15.0,10.0,86.0,8.0
14648,1,Yes,None,Auditory,Male,Yes,85.0,12.0,15.0,9.0,93.0,8.0
14649,0,No,None,Auditory,Male,No,74.0,16.0,15.0,8.0,99.0,8.0
14650,1,Yes,None,Auditory,Female,No,32.0,3.0,16.0,1.0,44.0,4.0
14651,1,No,Clubs,Visual,Male,Yes,76.0,22.0,16.0,6.0,92.0,8.0
14652,0,No,None,Visual,Male,No,56.0,10.0,15.0,15.0,93.0,8.0
14654,1,No,None,Visual,Male,No,60.0,16.0,16.0,6.0,99.0,8.0
14655,2,No,Arts,Auditory,Male,Yes,55.0,18.0,16.0,19.0,95.0,8.0
14656,1,No,Clubs,Auditory,Male,No,58.0,18.0,16.0,13.0,92.0,8.0
14657,0,No,None,Visual,Female,Yes,74.0,23.0,16.0,7.0,100.0,8.0
14658,1,No,Sports,Auditory,Female,Yes,52.0,10.0,15.0,15.0,97.0,8.0
14659,1,Yes,Sports,Auditory,Female,Yes,78.0,8.0,15.0,8.0,96.0,8.0
14660,1,Yes,None,Visual,Female,Yes,99.0,12.0,16.0,5.0,98.0,8.0
14661,1,No,Sports,Auditory,Male,No,47.0,25.0,16.0,8.0,74.0,6.0
14662,1,Yes,Clubs,Visual,Male,Yes,100.0,11.0,15.0,9.0,95.0,8.0
14663,1,No,Arts,Visual,Female,No,54.0,15.0,15.0,20.0,98.0,8.0
14664,2,No,None,Visual,Female,Yes,80.0,5.0,16.0,9.0,90.0,8.0
14665,1,Yes,Sports,Auditory,Female,Yes,72.0,6.0,15.0,10.0,98.0,8.0
14666,1,No,None,Visual,Male,No,61.0,26.0,16.0,8.0,97.0,8.0
14667,1,No,Clubs,Auditory,Female,Yes,64.0,10.0,16.0,10.0,92.0,7.0
14668,0,No,None,Visual,Male,No,78.0,27.0,16.0,8.0,91.0,8.0
14669,0,Yes,None,Auditory,Female,Yes,72.0,0.0,16.0,16.0,93.0,8.0
14670,0,Yes,None,Auditory,Female,Yes,84.0,8.0,15.0,7.0,97.0,8.0
14671,2,No,Arts,Auditory,Male,Yes,55.0,11.0,15.0,8.0,92.0,8.0
14672,1,Yes,Clubs,Auditory,Female,Yes,56.0,19.0,15.0,17.0,98.0,8.0
14673,0,No,Sports,Auditory,Male,Yes,67.0,11.0,15.0,16.0,99.0,8.0
14674,1,Yes,None,Visual,Female,Yes,83.0,4.0,15.0,7.0,94.0,8.0
14675,2,No,Clubs,Auditory,Female,No,50.0,10.0,16.0,7.0,95.0,8.0
14676,2,Yes,Clubs,Visual,Male,Yes,72.0,11.0,15.0,18.0,95.0,8.0
14677,0,Yes,Sports,Auditory,Female,Yes,75.0,10.0,15.0,5.0,98.0,8.0
14678,0,No,None,Visual,Male,Yes,90.0,16.0,15.0,9.0,97.0,8.0
14679,0,Yes,Arts,Auditory,Female,No,77.0,12.0,16.0,7.0,94.0,8.0
14680,1,No,Clubs,Visual,Male,Yes,81.0,24.0,15.0,7.0,92.0,8.0
14681,1,No,Clubs,Auditory,Female,No,52.0,19.0,15.0,14.0,91.0,8.0
14684,0,No,Clubs,Visual,Male,No,94.0,21.0,16.0,6.0,96.0,8.0
14685,0,Yes,None,Visual,Male,No,81.0,14.0,16.0,6.0,90.0,8.0
14686,1,No,Sports,Auditory,Female,Yes,57.0,0.0,15.0,10.0,92.0,8.0
14687,1,No,Clubs,Auditory,Male,No,56.0,25.0,15.0,8.0,91.0,8.0
14688,0,Yes,NONE,Visual,Male,No,82.0,11.0,16.0,7.0,94.0,8.0
14689,1,Yes,Arts,Auditory,Female,Yes,49.0,14.0,16.0,7.0,82.0,8.0
14690,0,No,None,Auditory,Female,Yes,94.0,17.0,15.0,5.0,93.0,7.0
14691,2,No,Clubs,Visual,Male,Yes,79.0,12.0,15.0,7.0,99.0,8.0
14692,2,No,None,Auditory,Female,No,59.0,18.0,16.0,14.0,95.0,8.0
14693,0,No,Clubs,Auditory,Female,No,68.0,2.0,15.0,9.0,95.0,8.0
14694,1,No,Arts,Visual,Female,No,46.0,9.0,16.0,12.0,93.0,8.0
14695,1,No,None,Auditory,Male,Yes,68.0,18.0,16.0,15.0,99.0,8.0
14696,0,Yes,Arts,Visual,Female,Yes,80.0,9.0,16.0,7.0,95.0,8.0
14697,0,No,Sports,Auditory,Female,Yes,69.0,9.0,15.0,6.0,92.0,8.0
14698,0,No,None,Visual,Male,No,71.0,12.0,15.0,19.0,93.0,8.0
14699,1,No,Clubs,Auditory,Male,Yes,59.0,10.0,16.0,12.0,95.0,8.0
14700,1,No,Arts,Auditory,Male,Yes,61.0,14.0,16.0,18.0,99.0,8.0
14701,1,No,Arts,Auditory,Female,No,54.0,30.0,15.0,8.0,92.0,8.0
14702,1,Yes,Arts,Auditory,Female,No,53.0,6.0,15.0,13.0,95.0,8.0
14703,1,No,None,Visual,Male,No,60.0,21.0,15.0,19.0,93.0,8.0
14704,1,No,Clubs,Auditory,Female,Yes,68.0,3.0,6.0,11.0,96.0,8.0
14705,0,No,Sports,Visual,Male,Yes,95.0,11.0,16.0,7.0,95.0,8.0
14706,2,No,Sports,Auditory,Female,Yes,73.0,10.0,16.0,19.0,92.0,8.0
14707,1,No,Clubs,Auditory,Female,No,61.0,15.0,15.0,9.0,91.0,8.0
14708,1,No,None,Visual,Female,Yes,78.0,7.0,16.0,8.0,92.0,8.0
14709,2,Yes,Clubs,Auditory,Female,No,56.0,5.0,15.0,19.0,92.0,8.0
14710,0,No,Clubs,Auditory,Female,Yes,93.0,6.0,16.0,9.0,98.0,8.0
14711,1,No,Arts,Auditory,Male,Yes,49.0,27.0,15.0,12.0,66.0,6.0
14712,1,No,Sports,Auditory,Female,Yes,50.0,30.0,15.0,14.0,91.0,8.0
14713,1,No,Sports,Visual,Male,Yes,51.0,22.0,15.0,19.0,95.0,8.0
14714,1,Yes,Sports,Auditory,Male,Yes,73.0,17.0,15.0,14.0,95.0,8.0
14715,1,No,ARTS,Visual,Male,No,45.0,14.0,15.0,4.0,47.0,4.0
14716,1,Yes,Sports,Auditory,Male,Yes,78.0,15.0,15.0,7.0,100.0,8.0
14717,1,No,Sports,Auditory,Male,Yes,63.0,22.0,6.0,11.0,93.0,8.0
14718,0,Yes,None,Visual,Male,Yes,89.0,11.0,16.0,6.0,92.0,8.0
14719,0,Yes,Arts,Visual,Male,Yes,71.0,14.0,15.0,8.0,91.0,8.0
14720,2,Yes,Arts,Visual,Male,Yes,72.0,15.0,15.0,17.0,92.0,8.0
14721,0,No,None,Visual,Female,Yes,90.0,2.0,16.0,9.0,98.0,8.0
14722,0,No,None,Auditory,Female,No,59.0,14.0,16.0,9.0,96.0,8.0
14723,2,No,Sports,Visual,Male,Yes,67.0,10.0,16.0,20.0,99.0,8.0
14724,1,No,Sports,Auditory,Male,Yes,51.0,29.0,16.0,7.0,96.0,8.0
14725,0,No,Clubs,Visual,Male,No,66.0,22.0,15.0,6.0,92.0,8.0
14726,0,No,Clubs,Visual,Female,Yes,72.0,12.0,16.0,10.0,98.0,8.0
14727,1,No,Clubs,Visual,Male,No,69.0,10.0,16.0,13.0,98.0,8.0
14728,1,No,Arts,Visual,Male,Yes,80.0,20.0,16.0,9.0,91.0,8.0
14729,1,No,Clubs,Visual,Male,Yes,73.0,24.0,16.0,15.0,94.0,8.0
14730,0,No,None,Auditory,Male,No,66.0,27.0,16.0,19.0,92.0,8.0
14731,2,No,Clubs,Auditory,Female,No,48.0,16.0,16.0,4.0,85.0,8.0
14732,0,No,Clubs,Auditory,Male,Yes,70.0,12.0,16.0,12.0,97.0,8.0
14733,1,Yes,None,Visual,Female,Yes,98.0,1.0,16.0,9.0,95.0,8.0
14734,1,Yes,Clubs,Auditory,Female,Yes,77.0,6.0,16.0,7.0,95.0,8.0
14735,0,No,Sports,Auditory,Female,No,69.0,12.0,16.0,18.0,98.0,8.0
14736,0,No,Clubs,Visual,Female,Yes,83.0,1.0,16.0,7.0,99.0,8.0
14737,0,Yes,None,Visual,Male,Yes,85.0,13.0,16.0,7.0,98.0,8.0
14738,1,No,None,Auditory,Male,No,56.0,24.0,15.0,19.0,92.0,7.0
14739,0,No,Arts,Auditory,Male,Yes,69.0,10.0,16.0,13.0,96.0,8.0
14740,0,No,None,Visual,Female,No,73.0,13.0,15.0,17.0,93.0,8.0
14741,0,No,Arts,Visual,Female,Yes,90.0,11.0,15.0,7.0,100.0,8.0
14742,0,Yes,None,Visual,Female,Yes,87.0,14.0,15.0,8.0,91.0,8.0
14743,2,Yes,Arts,Auditory,Female,No,48.0,19.0,16.0,1.0,71.0,6.0
14744,0,Yes,None,Auditory,Male,No,75.0,11.0,16.0,10.0,91.0,8.0
14745,0,No,None,Visual,Female,Yes,86.0,4.0,15.0,6.0,94.0,8.0
14746,0,No,Sports,Visual,Male,No,80.0,18.0,15.0,6.0,94.0,8.0
14747,2,No,Clubs,Auditory,Female,Yes,51.0,6.0,16.0,17.0,98.0,8.0
14748,1,Yes,Sports,Auditory,Female,Yes,71.0,3.0,16.0,12.0,95.0,8.0
14749,0,No,Clubs,Auditory,Male,No,66.0,20.0,15.0,5.0,98.0,8.0
14750,1,No,None,Visual,Male,No,48.0,23.0,16.0,14.0,73.0,5.0
14751,2,No,None,Auditory,Female,Yes,66.0,16.0,15.0,16.0,100.0,8.0
14752,0,No,Sports,Auditory,Male,No,74.0,16.0,16.0,8.0,92.0,8.0
14753,1,Yes,Sports,Visual,Male,Yes,87.0,15.0,15.0,8.0,93.0,8.0
14754,2,Yes,Arts,Visual,Female,No,73.0,4.0,16.0,8.0,100.0,8.0
14755,0,No,Sports,Auditory,Female,No,58.0,3.0,15.0,14.0,93.0,8.0
14756,0,No,None,Auditory,Male,Yes,84.0,17.0,15.0,9.0,100.0,8.0
14757,0,No,Sports,Auditory,Male,Yes,77.0,13.0,6.0,6.0,100.0,8.0
14758,0,No,Clubs,Visual,Male,Yes,73.0,24.0,15.0,17.0,95.0,8.0
14759,1,Yes,Clubs,Auditory,Male,No,39.0,16.0,16.0,6.0,92.0,8.0
14760,1,Yes,Arts,Auditory,Female,No,82.0,21.0,15.0,7.0,93.0,8.0
14761,0,Yes,None,Auditory,Male,Yes,80.0,19.0,15.0,7.0,90.0,8.0
14762,1,No,Arts,Auditory,Female,Yes,45.0,16.0,5.0,7.0,47.0,4.0
14763,0,No,Arts,Visual,Female,Yes,82.0,7.0,15.0,8.0,93.0,8.0
14764,1,No,Clubs,Auditory,Female,No,48.0,13.0,15.0,7.0,81.0,8.0
14765,0,No,None,Visual,Male,Yes,87.0,10.0,15.0,7.0,90.0,8.0
14766,1,Yes,None,Auditory,Male,Yes,81.0,10.0,16.0,6.0,90.0,7.0
14767,2,Yes,Sports,Visual,Male,No,71.0,15.0,16.0,15.0,93.0,8.0
14769,1,Yes,Arts,Auditory,Female,No,47.0,11.0,15.0,5.0,86.0,8.0
14770,0,No,Clubs,Auditory,Male,Yes,72.0,10.0,15.0,20.0,99.0,8.0
14771,1,No,Sports,Auditory,Male,Yes,70.0,14.0,6.0,20.0,91.0,8.0
14772,1,No,Clubs,Visual,Female,No,52.0,9.0,15.0,19.0,93.0,8.0
14773,2,No,None,Auditory,Female,Yes,76.0,11.0,16.0,10.0,91.0,8.0
14774,0,No,Sports,Visual,Male,Yes,91.0,20.0,16.0,6.0,94.0,8.0
14775,1,No,Sports,Auditory,Male,Yes,61.0,10.0,15.0,15.0,91.0,8.0
14776,0,No,Sports,Auditory,Male,Yes,68.0,19.0,16.0,12.0,91.0,8.0
14777,1,Yes,Clubs,Auditory,Male,Yes,52.0,23.0,16.0,16.0,92.0,8.0
14778,0,No,Sports,Auditory,Male,Yes,64.0,16.0,16.0,19.0,94.0,8.0
14779,1,Yes,None,Visual,Male,No,46.0,23.0,16.0,2.0,99.0,8.0
14780,0,No,Sports,Auditory,Female,Yes,53.0,0.0,16.0,11.0,96.0,8.0
14781,0,Yes,None,Visual,Female,No,84.0,18.0,16.0,9.0,91.0,8.0
14782,0,Yes,Arts,Auditory,Male,No,78.0,15.0,15.0,7.0,97.0,8.0
14783,1,No,Sports,Auditory,Female,Yes,66.0,5.0,16.0,14.0,100.0,8.0
14785,0,No,None,Auditory,Male,Yes,94.0,19.0,16.0,9.0,95.0,8.0
14786,2,No,Clubs,Auditory,Male,No,44.0,18.0,15.0,12.0,61.0,4.0
14787,1,Yes,Sports,Auditory,Male,Yes,74.0,15.0,15.0,11.0,95.0,8.0
14788,2,No,None,Visual,Female,No,71.0,20.0,15.0,18.0,93.0,8.0
14789,2,No,Clubs,Visual,Female,No,70.0,13.0,15.0,13.0,97.0,8.0
14790,1,No,Arts,Auditory,Male,Yes,71.0,21.0,16.0,7.0,91.0,8.0
14791,2,No,Clubs,Visual,Female,Yes,59.0,20.0,15.0,14.0,98.0,8.0
14792,0,Yes,None,Auditory,Female,No,77.0,12.0,15.0,9.0,98.0,8.0
14793,0,No,None,Visual,Male,No,86.0,17.0,15.0,6.0,98.0,8.0
14794,2,Yes,None,Visual,Male,No,66.0,13.0,15.0,7.0,91.0,8.0
14795,2,No,Clubs,Auditory,Male,Yes,68.0,20.0,16.0,10.0,98.0,8.0
14796,0,No,Clubs,Auditory,Female,Yes,54.0,8.0,6.0,8.0,99.0,8.0
14797,1,Yes,Arts,Auditory,Female,Yes,80.0,10.0,16.0,7.0,96.0,8.0
14798,0,No,Sports,Visual,Female,Yes,49.0,12.0,15.0,1.0,81.0,8.0
14799,2,No,Arts,Auditory,Male,Yes,76.0,14.0,15.0,8.0,94.0,8.0
14800,1,No,Sports,Visual,Male,No,68.0,14.0,15.0,10.0,98.0,8.0
14801,2,Yes,Arts,Auditory,Female,No,48.0,18.0,16.0,9.0,99.0,8.0
14802,1,No,Clubs,Visual,Female,No,54.0,6.0,15.0,14.0,93.0,8.0
14803,0,Yes,Clubs,Visual,Male,Yes,80.0,15.0,15.0,10.0,95.0,8.0
14804,1,Yes,Clubs,Auditory,Female,No,79.0,14.0,16.0,9.0,98.0,8.0
14805,1,No,Clubs,Auditory,Female,Yes,58.0,24.0,16.0,11.0,92.0,8.0
14806,1,Yes,None,Visual,Male,No,80.0,15.0,16.0,5.0,97.0,8.0
14807,0,Yes,Clubs,Visual,Male,No,78.0,13.0,16.0,9.0,92.0,8.0
14808,2,No,Sports,Auditory,Male,Yes,78.0,17.0,15.0,10.0,93.0,8.0
14809,1,No,Clubs,Auditory,Male,Yes,53.0,11.0,15.0,7.0,96.0,8.0
14810,1,Yes,None,Visual,Female,No,98.0,8.0,15.0,6.0,97.0,8.0
14811,0,No,Clubs,Auditory,Female,Yes,77.0,13.0,16.0,5.0,94.0,8.0
14812,1,Yes,Arts,Auditory,Female,Yes,69.0,17.0,15.0,10.0,98.0,8.0
14813,0,No,Clubs,Visual,Female,Yes,67.0,9.0,15.0,16.0,100.0,8.0
14814,2,No,Arts,Visual,Male,Yes,80.0,18.0,15.0,9.0,97.0,8.0
14815,1,Yes,Sports,Auditory,Male,Yes,76.0,16.0,15.0,10.0,91.0,8.0
14816,1,Yes,Clubs,Auditory,Male,Yes,73.0,14.0,16.0,19.0,93.0,8.0
14817,1,Yes,Clubs,Auditory,Male,Yes,66.0,15.0,16.0,6.0,99.0,8.0
14818,1,Yes,Sports,Auditory,Male,Yes,45.0,13.0,15.0,11.0,100.0,8.0
14819,0,Yes,None,Visual,Male,Yes,89.0,11.0,16.0,8.0,99.0,8.0
14820,2,No,Clubs,Auditory,Male,No,51.0,18.0,16.0,20.0,92.0,8.0
14821,1,No,Arts,Visual,Female,No,60.0,14.0,15.0,16.0,99.0,8.0
14822,0,No,None,Visual,Male,Yes,86.0,16.0,15.0,9.0,96.0,8.0
14823,1,No,Clubs,Visual,Male,No,54.0,16.0,15.0,18.0,100.0,8.0
14824,2,No,Arts,Auditory,Female,No,55.0,19.0,16.0,12.0,92.0,8.0
14825,1,No,None,Visual,Male,Yes,61.0,12.0,16.0,10.0,93.0,8.0
14826,0,No,Sports,Auditory,Female,Yes,66.0,2.0,15.0,18.0,100.0,8.0
14827,1,No,Sports,Auditory,Female,No,47.0,23.0,16.0,15.0,77.0,7.0
14828,0,No,Arts,Auditory,Male,Yes,77.0,22.0,16.0,7.0,97.0,8.0
14829,1,Yes,None,Visual,Male,Yes,45.0,10.0,15.0,8.0,88.0,8.0
14830,0,Yes,Clubs,Auditory,Female,No,76.0,6.0,15.0,9.0,93.0,7.0
14831,0,No,Arts,Visual,Male,Yes,88.0,19.0,15.0,7.0,91.0,8.0
14832,1,No,Arts,Auditory,Female,Yes,70.0,4.0,15.0,13.0,91.0,8.0
14833,1,Yes,Sports,Visual,Female,Yes,69.0,10.0,16.0,17.0,93.0,8.0
14834,1,No,Arts,Auditory,Male,Yes,58.0,17.0,15.0,15.0,96.0,8.0
14835,1,No,Arts,Visual,Female,No,56.0,7.0,15.0,8.0,98.0,8.0
14836,1,Yes,None,Visual,Female,Yes,84.0,8.0,15.0,9.0,95.0,8.0
14837,0,No,ARTS,Visual,Female,No,91.0,17.0,15.0,7.0,94.0,8.0
14838,2,No,Clubs,Visual,Female,No,70.0,4.0,16.0,10.0,93.0,8.0
14839,1,No,Clubs,Visual,Male,Yes,55.0,18.0,15.0,7.0,94.0,8.0
14840,0,No,Arts,Auditory,Female,Yes,79.0,15.0,6.0,7.0,96.0,8.0
14841,0,No,Clubs,Visual,Female,Yes,57.0,11.0,15.0,6.0,99.0,8.0
14842,2,No,Clubs,Visual,Female,Yes,57.0,16.0,16.0,18.0,94.0,8.0
14843,1,No,Clubs,Auditory,Female,No,53.0,24.0,16.0,16.0,93.0,8.0
14844,2,Yes,Arts,Visual,Female,No,73.0,2.0,16.0,9.0,91.0,8.0
14845,1,Yes,Clubs,Visual,Female,No,55.0,26.0,15.0,6.0,90.0,8.0
14846,0,Yes,Clubs,Visual,Male,No,74.0,15.0,15.0,14.0,97.0,8.0
14847,2,No,None,Visual,Male,Yes,82.0,11.0,15.0,8.0,94.0,8.0
14848,1,No,Sports,Auditory,Female,Yes,65.0,27.0,15.0,13.0,97.0,8.0
14849,1,Yes,None,Auditory,Male,Yes,78.0,10.0,15.0,10.0,93.0,8.0
14850,0,Yes,Sports,Auditory,Female,No,73.0,9.0,16.0,6.0,96.0,8.0
14851,1,No,Clubs,Auditory,Female,Yes,59.0,3.0,16.0,18.0,95.0,8.0
14852,1,No,Sports,Visual,Male,Yes,81.0,19.0,15.0,6.0,91.0,8.0
14853,1,Yes,Arts,Auditory,Male,No,78.0,15.0,15.0,10.0,99.0,8.0
14854,2,Yes,Clubs,Visual,Female,Yes,74.0,13.0,16.0,17.0,97.0,8.0
14855,2,No,Sports,Auditory,Female,No,49.0,7.0,16.0,2.0,97.0,8.0
14856,1,No,Arts,Auditory,Male,No,58.0,27.0,16.0,15.0,93.0,8.0
14857,1,No,Arts,Visual,Female,Yes,56.0,8.0,16.0,8.0,90.0,8.0
14858,2,No,Clubs,Auditory,Male,No,54.0,14.0,16.0,12.0,99.0,8.0
14859,2,No,Clubs,Visual,Male,Yes,77.0,11.0,16.0,8.0,95.0,8.0
14860,0,No,Clubs,Auditory,Female,No,69.0,1.0,15.0,9.0,99.0,8.0
14861,1,No,Arts,Auditory,Female,No,57.0,23.0,6.0,10.0,97.0,8.0
14862,1,Yes,Sports,Auditory,Male,Yes,78.0,16.0,16.0,6.0,95.0,8.0
14863,1,Yes,Clubs,Auditory,Female,Yes,47.0,9.0,16.0,6.0,59.0,5.0
14864,2,No,None,Visual,Female,Yes,72.0,9.0,16.0,6.0,95.0,8.0
14865,1,No,None,Auditory,Female,Yes,63.0,4.0,16.0,15.0,94.0,8.0
14866,1,No,Arts,Visual,Male,No,79.0,24.0,15.0,8.0,93.0,8.0
14867,1,No,Clubs,Auditory,Male,No,56.0,25.0,15.0,18.0,93.0,7.0
14868,1,Yes,Sports,Visual,Female,No,47.0,9.0,15.0,11.0,90.0,8.0
14869,2,No,ARTS,Auditory,Male,No,44.0,11.0,16.0,5.0,82.0,7.0
14870,0,No,Sports,Visual,Male,No,59.0,17.0,16.0,13.0,97.0,8.0
14871,0,No,None,Auditory,Male,Yes,61.0,15.0,16.0,12.0,94.0,8.0
14872,0,No,Arts,Auditory,Female,Yes,76.0,16.0,16.0,7.0,90.0,8.0
14873,2,No,None,Visual,Female,No,62.0,13.0,16.0,16.0,98.0,8.0
14874,0,No,Sports,Auditory,Male,No,69.0,27.0,15.0,19.0,97.0,8.0
14875,2,No,Sports,Visual,Male,No,72.0,18.0,6.0,10.0,100.0,8.0
14876,2,No,Clubs,Auditory,Female,No,78.0,20.0,16.0,6.0,99.0,8.0
14877,1,No,Clubs,Visual,Male,Yes,71.0,14.0,16.0,17.0,98.0,8.0
14878,1,No,CLUBS,Visual,Female,No,52.0,9.0,15.0,15.0,94.0,8.0
14879,1,No,Arts,Auditory,Male,No,53.0,18.0,15.0,12.0,92.0,7.0
14880,2,No,None,Auditory,Female,Yes,76.0,13.0,15.0,7.0,96.0,8.0
14881,1,No,Clubs,Visual,Male,Yes,72.0,14.0,16.0,14.0,94.0,8.0
14882,2,Yes,Clubs,Visual,Male,No,71.0,16.0,15.0,6.0,96.0,8.0
14883,1,No,Clubs,Visual,Male,No,59.0,16.0,15.0,9.0,99.0,8.0
14884,1,Yes,None,Auditory,Female,No,42.0,12.0,16.0,12.0,95.0,5.0
14885,0,Yes,Sports,Auditory,Female,Yes,80.0,15.0,15.0,6.0,97.0,8.0
14886,1,No,None,Visual,Female,Yes,61.0,18.0,16.0,18.0,97.0,8.0
14887,0,No,None,Auditory,Female,Yes,95.0,9.0,15.0,8.0,98.0,8.0
14888,2,No,Sports,Visual,Male,No,68.0,16.0,15.0,11.0,93.0,8.0
14889,2,No,Sports,Auditory,Male,No,45.0,16.0,15.0,7.0,88.0,8.0
14890,1,No,None,Auditory,Female,Yes,71.0,13.0,15.0,11.0,93.0,8.0
14891,1,Yes,Sports,Auditory,Female,Yes,75.0,0.0,15.0,9.0,91.0,8.0
14892,1,No,Clubs,Auditory,Male,Yes,59.0,13.0,16.0,12.0,96.0,8.0
14893,1,Yes,None,Visual,Male,No,62.0,26.0,15.0,8.0,99.0,8.0
14894,1,No,None,Visual,Female,Yes,77.0,22.0,15.0,8.0,90.0,8.0
14895,1,Yes,None,Visual,Male,Yes,100.0,17.0,15.0,7.0,95.0,8.0
14896,2,Yes,Sports,Visual,Male,No,69.0,17.0,16.0,13.0,94.0,8.0
14897,2,No,None,Auditory,Male,Yes,76.0,19.0,15.0,14.0,93.0,8.0
14898,2,No,Arts,Auditory,Male,Yes,71.0,12.0,16.0,11.0,98.0,8.0
14899,0,No,Clubs,Auditory,Female,No,64.0,5.0,16.0,15.0,98.0,8.0
14900,1,No,Arts,Auditory,Male,No,48.0,13.0,15.0,10.0,69.0,7.0
14901,0,Yes,Clubs,Visual,Female,No,75.0,6.0,15.0,6.0,100.0,8.0
14902,1,No,Sports,Auditory,Female,Yes,56.0,12.0,16.0,18.0,92.0,8.0
14903,0,No,None,Auditory,Male,Yes,79.0,17.0,16.0,5.0,95.0,8.0
14904,1,No,Sports,Auditory,Female,Yes,65.0,25.0,16.0,10.0,96.0,8.0
14905,0,No,Sports,Visual,Male,No,81.0,17.0,15.0,6.0,91.0,8.0
14906,1,Yes,Arts,Auditory,Female,No,54.0,10.0,16.0,13.0,98.0,8.0
14907,1,Yes,Clubs,Auditory,Female,No,43.0,4.0,15.0,3.0,92.0,8.0
14908,1,Yes,Sports,Auditory,Female,No,47.0,17.0,16.0,1.0,74.0,6.0
14909,2,Yes,None,Visual,Female,Yes,75.0,12.0,16.0,6.0,90.0,7.0
14910,2,No,Sports,Auditory,Male,Yes,43.0,22.0,16.0,2.0,97.0,8.0
14911,0,No,Arts,Auditory,Female,No,58.0,20.0,15.0,6.0,97.0,8.0
14912,1,Yes,None,Visual,Male,No,77.0,16.0,16.0,9.0,95.0,8.0
14913,0,No,None,Visual,Male,Yes,89.0,18.0,15.0,9.0,95.0,8.0
14914,2,No,Sports,Auditory,Male,Yes,67.0,10.0,15.0,12.0,95.0,8.0
14915,0,No,NONE,Auditory,Female,Yes,93.0,16.0,16.0,5.0,93.0,8.0
14916,0,Yes,None,Visual,Male,Yes,87.0,14.0,15.0,6.0,95.0,8.0
14917,2,No,Clubs,Auditory,Male,Yes,70.0,11.0,6.0,11.0,98.0,8.0
14918,0,Yes,Clubs,Auditory,Female,Yes,75.0,9.0,16.0,13.0,100.0,8.0
14919,2,No,Arts,Visual,Female,Yes,82.0,3.0,15.0,7.0,91.0,8.0
14920,1,Yes,None,Visual,Female,No,91.0,9.0,15.0,7.0,97.0,8.0
14921,0,Yes,Clubs,Auditory,Male,Yes,76.0,13.0,16.0,6.0,97.0,8.0
14922,1,No,Clubs,Auditory,Female,No,61.0,4.0,16.0,13.0,97.0,8.0
14923,1,No,Clubs,Auditory,Male,Yes,59.0,24.0,16.0,10.0,92.0,8.0
14924,1,Yes,None,Auditory,Male,Yes,73.0,16.0,15.0,18.0,93.0,8.0
14925,1,Yes,None,Visual,Male,Yes,90.0,20.0,16.0,10.0,94.0,8.0
14926,0,No,Clubs,Visual,Female,Yes,63.0,20.0,16.0,5.0,95.0,8.0
14927,1,Yes,Clubs,Visual,Female,No,61.0,5.0,16.0,20.0,92.0,8.0
14928,0,No,Clubs,Auditory,Male,Yes,73.0,17.0,15.0,9.0,98.0,8.0
14930,1,No,Clubs,Auditory,Male,Yes,56.0,12.0,15.0,11.0,92.0,8.0
14931,0,No,Sports,Auditory,Male,No,69.0,11.0,16.0,8.0,94.0,8.0
14932,2,Yes,Sports,Visual,Male,No,78.0,13.0,15.0,7.0,91.0,8.0
14933,2,Yes,Clubs,Visual,Female,No,72.0,0.0,16.0,18.0,99.0,8.0
14934,2,No,Sports,Auditory,Male,No,49.0,13.0,16.0,7.0,91.0,8.0
14935,2,No,None,Auditory,Male,No,44.0,11.0,16.0,1.0,56.0,6.0
14936,1,Yes,None,Auditory,Male,Yes,85.0,17.0,15.0,10.0,99.0,8.0
14938,1,No,Arts,Visual,Female,Yes,53.0,10.0,15.0,6.0,98.0,8.0
14939,0,No,Sports,Auditory,Male,Yes,71.0,15.0,16.0,7.0,99.0,8.0
14940,0,No,Clubs,Auditory,Female,Yes,90.0,19.0,16.0,7.0,97.0,8.0
14941,0,No,Clubs,Visual,Female,Yes,93.0,16.0,15.0,7.0,98.0,8.0
14942,0,No,None,Auditory,Female,Yes,65.0,7.0,15.0,19.0,92.0,8.0
14943,1,No,Arts,Auditory,Female,Yes,57.0,16.0,16.0,11.0,98.0,8.0
14944,1,No,Arts,Auditory,Female,Yes,50.0,16.0,15.0,17.0,94.0,8.0
14945,1,No,Clubs,Auditory,Female,Yes,59.0,4.0,15.0,10.0,95.0,8.0
14946,0,Yes,Arts,Visual,Male,No,75.0,11.0,15.0,19.0,98.0,8.0
